,phi_1,phi_2,phi_3,phi_4
271,3.0213357545847335,1.9631170396302924,1.7748033943015065,1.6873157307264939
272,3.0264312990687205,1.9787937269409979,1.7836486656348867,1.6924702068330992
273,3.031099192430209,1.9942092864921015,1.7924307494648537,1.6976009373795835
274,3.0353910057657556,2.0093633461536435,1.8011491545385678,1.702707919944265
275,3.0393503637716455,2.024256013962221,1.8098034315096534,1.7077911553268441
276,3.0430144140309,2.0388878454630364,1.8183931721522073,1.7128506474905179
277,3.046414982827194,2.0532598112496396,1.8269180085366654,1.7178864035038897
278,3.049579492625864,2.067373264953342,1.8353776121712297,1.722898433482723
279,3.052531696511739,2.081229911899553,1.8437716931124788,1.7278867505315836
280,3.055292270719605,2.094831778614998,1.8520999990487066,1.7328513706854187
281,3.0578792961798085,2.1081811833381927,1.8603623143594215,1.7377923128511161
282,3.06030865254901,2.121280707656164,1.8685584591543423,1.742709598749086
283,3.062594342701121,2.1341331693632477,1.8766882882951037,1.7476032528549055
284,3.064748761561992,2.14674159661316,1.884751690402766,1.7524733023410675
285,3.0667829200968204,2.1591092034133768,1.8927485868540954,1.7573197770188709
286,3.0687066329287935,2.1712393664911485,1.9006789307694498,1.7621427092804884
287,3.070528676286543,2.183135603543271,1.9085427059949633,1.7669421340412494
288,3.072256921606547,2.1948015528667764,1.9163399260815972,1.7717180886821695
289,3.073898449052763,2.206240954354984,1.924070633263472,1.77647061299276
290,3.075459644384856,2.2174576318326755,1.931734897437765,1.781199749114148
291,3.0769462819531217,2.2284554766953377,1.9393328151483131,1.7859055414825393
292,3.078363596081459,2.2392384328103008,1.9468645085749228,1.7905880367730473
293,3.0797163426885334,2.2498104826320704,1.9543301245302536,1.79524728384392
294,3.0810088526682335,2.260175634479895,1.9617298334660003,1.7998833336811877
295,3.0822450782858155,2.2703379109226676,1.9690638284899722,1.8044962393437567
296,3.0834286336320966,2.280301338214257,1.9763323243955382,1.809086055908972
297,3.084562830004139,2.2900699367213457,1.9835355567047699,1.81365284041867
298,3.085650706938906,2.2996477122855525,1.99067378072651,1.8181966518257424
299,3.0866950595099754,2.309038648461981,1.997747270630456,1.822717550941232
300,3.087698462401532,2.318246699577227,2.00475631853825,1.8272156003819744
301,3.0886632911946292,2.327275784551209,2.0117012336324462,1.8316908645188077
302,3.089591741234924,2.3361297814288653,2.0185823412841293,1.8361434094253615
303,3.090485844396277,2.3448125225696876,2.025399982199852,1.8405733028274436
304,3.0913474840088018,2.353327790445229,2.032154511588468,1.8449806140530347
305,3.092178408181487,2.3616793139969876,2.0388462983483433,1.8493654139829074
306,3.092980241717138,2.369870765509472,2.0454757242753505,1.8537277750018777
307,3.093754496790061,2.377905757955657,2.052043183291958,1.8580677709507007
308,3.094502582533732,2.3857878427745143,2.058549080697662,1.8623854770786226
309,3.095225813666027,2.393520508042712,2.0649938324409383,1.866680969996593
310,3.09592541826281,2.401107177004981,2.071377864412805,1.870954327631149
311,3.0966025447763363,2.4085512069299897,2.077701611762064,1.875205629178979
312,3.097258268382658,2.4158558882608188,2.083965518232186,1.879434955062166
313,3.097893596731663,2.4230244440313338,2.090170035519793,1.8836423868841248
314,3.0985094751642897,2.4300600295218175,2.0963156226546094,1.8878280073862288
315,3.0991067914536155,2.436965732129245,2.10240274540074,1.8919919004051375
316,3.099686380119731,2.443744571429464,2.108431875679059,1.896134150830822
317,3.100249026362424,2.450399499410329,2.1144034910104903,1.9002548445652958
318,3.100795469650571,2.4569334008565433,2.1203180739798966,1.904354068482047
